"Geschlecht","Alter","AnzahlGeschwister","WohnortMuenster","Wohntyp","Wohnflaeche","Wohnzufriedenheit","Wohnkosten","FahrzeitRadDom","MatheVorkurs","Studiengang","Lehre","AnderesStudium","Bundesland","EntfernungSchule","Abiturnote","Mathematik","SoWi","Spanisch","Informatik","Deutsch","Sport","Musik","Englisch","Physik","Erdkunde","Geschichte","Chemie","Kunst","Biologie","Franzoesisch","Wirtschaft","Keine","Textfeld","MathenoteDurchschnitt","Auslandsaufenthalt","Nebenjob","Bafoeg","Monatsbudget","Verkehrsmittel","SozialesEngagement","Buecher","ErwartetesGehalt","40Prozent","60Prozent","Medienvertrauen"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"weiblich",21,"2","ja","zusammen mit meinem Partner/meiner Partnerin",67,"sehr unzufrieden",1000,"zwischen 15 und 20 min","ja","Betriebswirtschaftslehre","nein","nein","Niedersachsen","mehr als 1000 km",2.1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,"Politik","12","nein",0,796,800,"Fahrrad",0,"51-100",40000,"40","60",39
"männlich",21,"2","ja","in einer WG",15,"es ist okay",550,"zwischen 5 und 10 min","nein","Betriebswirtschaftslehre","nein","nein","Niedersachsen","20-50 km",1.8,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Politik/Wirtschaft","8","nein",15,391,1400,"Fahrrad",0,"101-500",40000,"40","60",49
"weiblich",19,"2","ja","in einer WG",12,"es ist okay",440,"zwischen 2 und 5 min","nein","Volkswirtschaftslehre","nein","nein","Niedersachsen","100-200 km",2.1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"11","nein",0,0,NA,"Fahrrad",10,"501-1000",46000,"25","60",40
"männlich",20,"2","ja","in einer WG",21,"zufrieden",420,"zwischen 20 und 30 min","ja","Betriebswirtschaftslehre","nein","nein","Niedersachsen","200-500 km",2,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BWR/C","11","nein",0,0,630,"Fahrrad",0,"1001-2000",40000,"40","3/5",42
"weiblich",20,"2","ja","in einer WG",12,"sehr zufrieden",500,"zwischen 2 und 5 min","ja","Betriebswirtschaftslehre","nein","nein","Niedersachsen","50-100 km",2.5,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,"10","ja",0,0,500,"Fahrrad",8,"mehr als 2000",50000,"40","60",64
"männlich",19,"2","nein","bei meinen Eltern",160,"sehr zufrieden",0,"Ich wohne nicht in Münster","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","20-50 km",1.6,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"13","nein",5,0,NA,"ÖPNV",5,"101-500",2000,"40","60",20
"weiblich",18,"2","ja","bei meinen Eltern",12,"zufrieden",NA,"zwischen 10 und 15 min","nein","Betriebswirtschaftslehre","nein","ja, aber ich habe dieses Studium nicht abgeschlossen","Nordrhein-Westfalen","0-10 km",1.2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","nein",8,0,NA,"Fahrrad",5,"51-100",NA,"40","60",84
"weiblich",19,"0","ja","in einer WG",12,"zufrieden",450,"zwischen 10 und 15 min","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","100-200 km",1.2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"14","ja",0,0,1300,"Fahrrad",0,"101-500",60000,"40","60",84
"weiblich",19,"1","ja","alleine in einer Wohnung",44,"sehr zufrieden",700,"zwischen 2 und 5 min","ja","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","50-100 km",1.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erziehungswissenschaften","14","nein",8,0,500,"Fahrrad",2,"51-100",50000,"40","60",52
"männlich",19,"1","ja","in einer WG",18,"sehr zufrieden",500,"zwischen 5 und 10 min","nein","Volkswirtschaftslehre","nein","nein","Nordrhein-Westfalen","100-200 km",2.1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"2","nein",0,0,450,"Fahrrad",0,"101-500",3000,"40","60",66
"männlich",18,"1","ja","in einer WG",9,"sehr zufrieden",240,"zwischen 5 und 10 min","nein","Betriebswirtschaftslehre","nein","nein","Brandenburg","200-500 km",1.8,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"15","nein",0,0,800,"zu Fuß",10,"mehr als 2000",60000,"40","60",39
"männlich",18,"1","ja","in einem Wohnheim",13,"es ist okay",317,"zwischen 10 und 15 min","ja","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","20-50 km",2.2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","nein",10,0,760,"Fahrrad",20,"mehr als 2000",50000,"40","60",97
"männlich",18,"1","ja","alleine in einer Wohnung",30,"zufrieden",500,"zwischen 15 und 20 min","nein","Betriebswirtschaftslehre","nein","nein","Schlewsig-Holstein","200-500 km",1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"13","nein",0,0,1000,"Fahrrad",0,"51-100",5000,"40","3/5",44
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"männlich",19,"1","ja","alleine in einer Wohnung",38,"sehr zufrieden",530,"zwischen 15 und 20 min","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","50-100 km",2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"11","nein",20,0,1700,"ÖPNV",0.5,"1-50",45000,"40","60",29
"männlich",19,"1","ja","alleine in einer Wohnung",34,"zufrieden",500,"zwischen 5 und 10 min","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","50-100 km",2.4,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","nein",0,0,650,"Fahrrad",0,"1-50",45000,"40","60",77
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"weiblich",21,"2","ja","in einer WG",13,"zufrieden",430,"zwischen 15 und 20 min","nein","Betriebswirtschaftslehre","nein","ja, aber ich habe dieses Studium nicht abgeschlossen","Hessen","200-500 km",2.2,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","ja",0,0,1000,"Fahrrad",0,"501-1000",3000,"40","60",57
"weiblich",20,"1","nein","bei meinen Eltern",144,"sehr zufrieden",NA,"Ich wohne nicht in Münster","ja","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","20-50 km",2.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"9","nein",0,0,300,"ÖPNV",0,"101-500",60000,"40","60",88
"männlich",20,"2","ja","alleine in einer Wohnung",40,"zufrieden",1050,"zwischen 10 und 15 min","ja","Volkswirtschaftslehre","nein","nein","Nordrhein-Westfalen","50-100 km",2.9,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"8","nein",15,0,2286,"Auto",80,"1-50",5000,"40","1/30",90
"männlich",20,"1","ja","in einer WG",15,"es ist okay",700,"zwischen 5 und 10 min","ja","Betriebswirtschaftslehre","nein","nein","Niedersachsen","100-200 km",2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,"Latein","11","nein",0,0,150,"Fahrrad",8,"101-500",42000,"40","60",27
"männlich",22,"1","ja","in einer WG",14,"sehr zufrieden",310,"zwischen 10 und 15 min","nein","Betriebswirtschaftslehre","ja und ich habe diese Ausbildung abgeschlossen","nein","Nordrhein-Westfalen","100-200 km",2.3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","nein",15,812,NA,"Fahrrad",0,"1-50",70000,"40","3/5",3
"weiblich",19,"1","ja","in einer WG",22,"sehr zufrieden",380,"zwischen 10 und 15 min","ja","Volkswirtschaftslehre","nein","nein","Nordrhein-Westfalen","100-200 km",1.8,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","ja",0,0,800,"Fahrrad",0,"51-100",40000,"40","60",49
"weiblich",22,"1","ja","zusammen mit meinem Partner/meiner Partnerin",65,"zufrieden",830,"zwischen 10 und 15 min","ja","Betriebswirtschaftslehre","ja und ich habe diese Ausbildung abgeschlossen","ja, aber ich habe dieses Studium nicht abgeschlossen","Nordrhein-Westfalen","50-100 km",2.4,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"8","nein",0,0,1050,"Fahrrad",0,"1-50",3300,"40","60",87
"weiblich",21,"2","ja","in einer WG",15,"es ist okay",350,"zwischen 20 und 30 min","nein","Volkswirtschaftslehre","nein","nein","Schlewsig-Holstein","200-500 km",3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"9","nein",0,366,NA,"Fahrrad",0,"1-50",NA,"40","60",60
"männlich",20,"0","ja","in einem Wohnheim",18,"zufrieden",235,"zwischen 2 und 5 min","ja","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","100-200 km",1.8,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","ja",0,0,935,"Fahrrad",0,"1001-2000",50000,"40","3/5",75
"männlich",19,"1","nein","bei meinen Eltern",100,"es ist okay",NA,"Ich wohne nicht in Münster","nein","Betriebswirtschaftslehre","nein","nein","Ich habe meinen Schulabschluss nicht in Deutschland gemacht","mehr als 1000 km",2.4,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","nein",0,NA,NA,"ÖPNV",20,"501-1000",45000,"40","60",49
"weiblich",22,"2","ja","in einer WG",10,"zufrieden",170,"mehr als 30 min","nein","Betriebswirtschaftslehre","nein","nein","Ich habe meinen Schulabschluss nicht in Deutschland gemacht","mehr als 1000 km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"nein",20,0,NA,"ÖPNV",0,"51-100",40000,"40","60",74
"weiblich",19,"2","nein","bei meinen Eltern",28,"zufrieden",NA,"Ich wohne nicht in Münster","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","20-50 km",1.6,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gestaltungstechnik","14","nein",8,0,NA,"ÖPNV",0,"1-50",36000,"40","60",51
"männlich",18,"1","ja","in einer WG",40,"sehr zufrieden",830,"zwischen 10 und 15 min","nein","Betriebswirtschaftslehre","nein","nein","Hamburg","200-500 km",1.5,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"12","nein",0,0,700,"Fahrrad",0,"51-100",120000,"40","3/5",86
"männlich",24,"1","ja","in einer WG",36,"zufrieden",520,"zwischen 20 und 30 min","ja","Betriebswirtschaftslehre","ja und ich habe diese Ausbildung abgeschlossen","nein","Niedersachsen","200-500 km",2.3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"Politik","13","nein",0,490,NA,"ÖPNV",10,"1001-2000",4500,"40","60",65
"männlich",20,"0","ja","alleine in einer Wohnung",25,"es ist okay",500,"zwischen 5 und 10 min","ja","Politik und Wirtschaft","nein","nein","Nordrhein-Westfalen","20-50 km",1.7,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","nein",5,0,850,"zu Fuß",20,"101-500",40000,"40","60",63
"männlich",20,"0","ja","in einer WG",18,"zufrieden",690,"zwischen 2 und 5 min","nein","Betriebswirtschaftslehre","nein","ja, aber ich habe dieses Studium nicht abgeschlossen","Nordrhein-Westfalen","100-200 km",1.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"12","nein",40,0,1500,"Fahrrad",4,"101-500",70000,"40","60",66
"männlich",19,"0","ja","alleine in einer Wohnung",18,"unzufrieden",649,"zwischen 5 und 10 min","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","50-100 km",1.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"1","nein",0,0,600,"Fahrrad",0,"101-500",3500,"40","60",81
"männlich",19,"1","ja","in einem Wohnheim",18.48,"zufrieden",379,"zwischen 10 und 15 min","ja","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","20-50 km",2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"14","nein",8,812,NA,"Fahrrad",0,"101-500",60000,"40","60",79
"weiblich",19,"1","ja","in einer WG",22,"zufrieden",720,"zwischen 5 und 10 min","ja","Betriebswirtschaftslehre","nein","ja, aber ich habe dieses Studium nicht abgeschlossen","Nordrhein-Westfalen","100-200 km",2.1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"8","ja",10,NA,500,"Fahrrad",0,"101-500",40500,"40","60",91
"weiblich",19,"1","ja","alleine in einer Wohnung",53,"sehr zufrieden",900,"zwischen 2 und 5 min","ja","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","50-100 km",2.4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"8","nein",0,0,300,"Fahrrad",3,"501-1000",60000,"40","60",88
"männlich",20,"1","ja","in einer WG",20,"es ist okay",650,"zwischen 5 und 10 min","nein","Betriebswirtschaftslehre","nein","ja, aber ich habe dieses Studium nicht abgeschlossen","Hessen","200-500 km",2.3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"13","ja",0,0,350,"Fahrrad",0,"1001-2000",55000,"40","3/5",69
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"weiblich",19,"1","ja","in einem Wohnheim",18,"zufrieden",319,"zwischen 10 und 15 min","ja","Betriebswirtschaftslehre","nein","nein","Bremen","100-200 km",1.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"12","ja",0,0,NA,"Fahrrad",0,"101-500",4000,"40","3/5",77
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"weiblich",24,"0","ja","in einer WG",23,"sehr zufrieden",500,"zwischen 2 und 5 min","nein","Betriebswirtschaftslehre","ja und ich habe diese Ausbildung abgeschlossen","nein","Hessen","200-500 km",1.9,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"2","ja",NA,NA,800,"Fahrrad",4,"101-500",50000,"40","60",50
"männlich",NA,"1","ja","alleine in einer Wohnung",34,"sehr zufrieden",550,"zwischen 2 und 5 min","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","50-100 km",1.9,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","nein",0,0,400,"Fahrrad",0,"101-500",50000,"40","3/5",88
"männlich",20,"2","ja","zusammen mit meinem Partner/meiner Partnerin",50,"sehr zufrieden",670,"zwischen 5 und 10 min","ja","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","100-200 km",2.5,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","nein",0,0,980,"Fahrrad",0,"101-500",45000,"40","3/5",49
"männlich",20,"2","ja","bei meinen Eltern",NA,"es ist okay",NA,"zwischen 15 und 20 min","ja","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","0-10 km",1.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"14","nein",0,0,400,"Fahrrad",9,"1001-2000",NA,"40","60",96
"weiblich",23,"0","ja","zusammen mit meinem Partner/meiner Partnerin",44,"zufrieden",390,"zwischen 5 und 10 min","ja","Volkswirtschaftslehre","nein","ja, aber ich habe dieses Studium nicht abgeschlossen","Ich habe meinen Schulabschluss nicht in Deutschland gemacht","200-500 km",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,"9","nein",0,0,NA,"Fahrrad",4,"501-1000",35000,"40","60",73
"männlich",20,"5 oder mehr","ja","alleine in einer Wohnung",25,"sehr zufrieden",318,"zwischen 15 und 20 min","ja","Betriebswirtschaftslehre","nein","nein","Schlewsig-Holstein","200-500 km",1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"7","nein",0,0,930,"ÖPNV",20,"1-50",60000,"40","3/5",100
"weiblich",20,"2","ja","in einer WG",21,"zufrieden",390,"zwischen 10 und 15 min","nein","Betriebswirtschaftslehre","ja und ich habe diese Ausbildung abgeschlossen","nein","Nordrhein-Westfalen","100-200 km",2.3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"10","nein",0,0,800,"Fahrrad",0,"101-500",3500,"40","3/5",80
"männlich",19,"1","ja","alleine in einer Wohnung",21,"zufrieden",750,"zwischen 2 und 5 min","ja","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","100-200 km",2.3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","nein",6,0,1400,"Fahrrad",0,"1-50",1e+05,"40","60",86
"weiblich",19,"0","ja","in einer WG",18,"sehr zufrieden",450,"zwischen 5 und 10 min","nein","Betriebswirtschaftslehre","nein","nein","Baden-Württemberg","500-1000 km",1.8,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,"11","nein",8,0,1000,"Fahrrad",0,"101-500",45000,"40","3/5",72
"männlich",20,"4","ja","alleine in einer Wohnung",38,"sehr zufrieden",700,"zwischen 5 und 10 min","nein","Betriebswirtschaftslehre","nein","nein","Baden-Württemberg","500-1000 km",2.5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"Latein","11","nein",0,0,NA,"Fahrrad",40,"501-1000",65000,"1/4","3/5",67
"männlich",21,"1","ja","in einer WG",12,"sehr zufrieden",550,"zwischen 2 und 5 min","ja","Betriebswirtschaftslehre","nein","ja, aber ich habe dieses Studium nicht abgeschlossen","Schlewsig-Holstein","200-500 km",2.2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","ja",0,0,1000,"Fahrrad",20,"501-1000",50000,"40","60",33
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"männlich",19,"1","ja","in einer WG",24,"zufrieden",500,"zwischen 10 und 15 min","ja","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","100-200 km",1.7,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14","ja",0,0,300,"Fahrrad",20,"101-500",70000,"40","60",72
"männlich",21,"1","ja","in einem Wohnheim",14,"unzufrieden",620,"zwischen 10 und 15 min","nein","Betriebswirtschaftslehre","ja und ich habe diese Ausbildung abgeschlossen","nein","Nordrhein-Westfalen","50-100 km",1.7,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pädagogik","7","nein",0,0,1000,"Fahrrad",0,"1001-2000",70000,"40","60",46
"männlich",18,"1","nein","bei meinen Eltern",240,"sehr zufrieden",0,"Ich wohne nicht in Münster","ja","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","20-50 km",2.3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","nein",0,0,250,"ÖPNV",150,"1001-2000",3500,"40","60",60
"männlich",19,"1","ja","in einer WG",16,"zufrieden",NA,"zwischen 10 und 15 min","ja","Betriebswirtschaftslehre","nein","nein","Niedersachsen","200-500 km",1.6,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"13","nein",0,0,NA,"Fahrrad",3,"1-50",45000,"40","3/5",49
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"weiblich",20,"1","ja","alleine in einer Wohnung",30,"zufrieden",558,"zwischen 20 und 30 min","ja","Wirtschaft und Recht","nein","nein","Niedersachsen","200-500 km",1.8,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"11","nein",0,0,450,"ÖPNV",0,"1-50",NA,"40","3/5",52
"männlich",20,"1","ja","in einer WG",17,"es ist okay",430,"weniger als 2 min","nein","Betriebswirtschaftslehre","nein","ja, aber ich habe dieses Studium nicht abgeschlossen","Nordrhein-Westfalen","50-100 km",1.9,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14","nein",8,0,1580,"zu Fuß",8,"51-100",4500,"40","3/5",82
"weiblich",20,"2","ja","in einer WG",13,"sehr zufrieden",340,"zwischen 5 und 10 min","ja","Politik und Wirtschaft","nein","ja, aber ich habe dieses Studium nicht abgeschlossen","Nordrhein-Westfalen","100-200 km",1.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"13","nein",3,0,900,"Fahrrad",1,"101-500",65000,"40","60",30
"weiblich",19,"0","nein","alleine in einer Wohnung",22,"sehr zufrieden",509,"zwischen 10 und 15 min","ja","Politik und Wirtschaft","nein","nein","Nordrhein-Westfalen","50-100 km",1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,"12","ja",0,0,475,"Fahrrad",3,"101-500",60000,"40","60",93
"männlich",19,"1","ja","in einer WG",20,"es ist okay",291,"zwischen 10 und 15 min","nein","Betriebswirtschaftslehre","nein","nein","Schlewsig-Holstein","500-1000 km",2.1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,"10","nein",10,600,NA,"ÖPNV",0,"51-100",50000,"40","60",48
"weiblich",20,"2","ja","alleine in einer Wohnung",25,"zufrieden",NA,"zwischen 5 und 10 min","ja","Betriebswirtschaftslehre","nein","nein","Niedersachsen","200-500 km",1.5,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,"14","ja",0,0,NA,"Fahrrad",0,"1001-2000",NA,"40","60",68
"weiblich",20,"0","ja","bei meinen Eltern",120,"zufrieden",NA,"zwischen 15 und 20 min","ja","Betriebswirtschaftslehre","nein","nein","Rheinland-Pfalz","200-500 km",2.2,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"11","nein",20,0,NA,"ÖPNV",0,"51-100",50000,"40","60",43
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"männlich",19,"1","nein","in einer WG",20,"unzufrieden",430,"Ich wohne nicht in Münster","nein","Betriebswirtschaftslehre","nein","nein","Baden-Württemberg","500-1000 km",2.3,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","nein",10,0,NA,"ÖPNV",0,"101-500",60000,"40","3/5",53
"weiblich",23,"1","ja","zusammen mit meinem Partner/meiner Partnerin",44,"es ist okay",325,"zwischen 15 und 20 min","nein","Volkswirtschaftslehre","nein","ja, aber ich habe dieses Studium nicht abgeschlossen","Nordrhein-Westfalen","100-200 km",3.4,1,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"3","nein",20,0,1300,"ÖPNV",0,"1-50",3000,"40","60",21
"männlich",23,"2","ja","in einer WG",16,"sehr unzufrieden",530,"zwischen 10 und 15 min","nein","Betriebswirtschaftslehre","ja und ich habe diese Ausbildung abgeschlossen","nein","Nordrhein-Westfalen","100-200 km",2.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Betriebswirtschaftslehre","8","nein",0,0,1220,"Fahrrad",6,"101-500",45000,"40","60",91
"männlich",21,"3","ja","sonstiges",15,"zufrieden",120,"zwischen 5 und 10 min","ja","Wirtschaft und Recht","nein","nein","Nordrhein-Westfalen","0-10 km",2.1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"4","ja",10,0,900,"Fahrrad",5,"101-500",45000,"40","60",6
"weiblich",18,"2","ja","in einer WG",13,"zufrieden",280,"zwischen 20 und 30 min","ja","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","100-200 km",1.6,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"9","nein",11,0,450,"Fahrrad",46,"101-500",42000,"40",NA,46
"männlich",20,"4","ja","in einer WG",18,"sehr zufrieden",370,"zwischen 10 und 15 min","nein","Betriebswirtschaftslehre","nein","nein","Niedersachsen","100-200 km",2,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"13","nein",0,812,1050,"Fahrrad",0,"101-500",60000,"40","60",82
